age,income,employment_type,credit_score,loan_amount,existing_emi,loan_term,years_of_experience,marital_status,education,dependents,debt_to_income,loan_to_income,emi_to_income,default
56,90999,Salaried,584.0,53392,2052.0,84,10.0,Married,Master,1,0.2706,0.5867,0.2706,0
31,62506,Salaried,653.0,168578,,48,0.0,Single,High School,1,0.2542,2.697,0.2542,0
35,27395,Salaried,557.0,136274,1264.0,60,12.0,Single,Bachelor,0,0.5537,4.9744,0.5537,0
24,35601,Salaried,577.0,71245,380.0,48,8.0,Divorced,High School,3,0.1281,2.0012,0.1281,0
41,95860,Salaried,650.0,147000,3722.0,60,3.0,Divorced,High School,1,0.4659,1.5335,0.4659,0
33,60567,Self-Employed,694.0,52796,343.0,24,4.0,Single,Master,2,0.068,0.8717,0.068,0
42,56096,Salaried,,34645,166.0,84,3.0,Married,Master,0,0.0355,0.6176,0.0355,0
39,81883,Salaried,616.0,339744,3924.0,36,3.0,Married,High School,0,0.5751,4.1491,0.5751,0
54,39455,Freelancer,703.0,68645,144.0,48,13.0,Married,High School,2,0.0438,1.7398,0.0438,0
34,38856,Business,634.0,24821,325.0,48,10.0,Divorced,High School,3,0.1004,0.6388,0.1004,0
24,21941,Salaried,587.0,67704,827.0,120,2.0,Single,Bachelor,1,0.4523,3.0857,0.4523,0
47,65714,Self-Employed,517.0,95906,2602.0,12,5.0,Married,High School,0,0.4751,1.4594,0.4751,0
49,93437,Self-Employed,566.0,89650,371.0,36,11.0,Married,Bachelor,0,0.0476,0.9595,0.0476,0
48,74589,Business,715.0,171981,717.0,84,0.0,Married,Bachelor,3,0.1154,2.3057,0.1154,0
55,53092,Freelancer,570.0,51490,441.0,120,10.0,Married,High School,2,0.0997,0.9698,0.0997,0
28,56699,Salaried,499.0,53168,1983.0,12,17.0,Divorced,Master,4,0.4197,0.9377,0.4197,0
36,59632,Self-Employed,655.0,152680,2490.0,120,9.0,Single,High School,0,0.5011,2.5604,0.5011,0
62,104003,Business,710.0,111166,1175.0,12,7.0,Single,Master,4,0.1356,1.0689,0.1356,0
56,32857,Self-Employed,445.0,95394,1514.0,60,0.0,Single,Bachelor,3,0.5529,2.9033,0.5529,0
50,51208,Freelancer,521.0,187552,188.0,84,0.0,Widowed,Master,3,0.0441,3.6626,0.0441,0
38,83203,Salaried,728.0,131231,3093.0,12,5.0,Married,High School,0,0.4461,1.5772,0.4461,0
22,144324,Business,628.0,560561,508.0,24,10.0,Married,Bachelor,2,0.0422,3.884,0.0422,0
33,25904,Freelancer,586.0,38601,1121.0,12,7.0,Single,High School,2,0.5193,1.4902,0.5193,0
24,61954,Self-Employed,706.0,272005,2963.0,48,14.0,Divorced,PhD,2,0.5739,4.3904,0.5739,0
46,66633,Salaried,737.0,54312,259.0,12,9.0,Divorced,Bachelor,1,0.0466,0.8151,0.0466,0
45,101664,Business,604.0,455233,2056.0,24,4.0,Married,Bachelor,2,0.2427,4.4778,0.2427,0
50,40290,Business,607.0,72955,1725.0,84,14.0,Single,Bachelor,5,0.5138,1.8107,0.5138,0
31,51163,Salaried,677.0,172467,2451.0,36,10.0,Single,Master,2,0.5749,3.3709,0.5749,0
27,84480,Salaried,,133097,,60,0.0,Married,Master,2,0.2807,1.5755,0.2807,0
51,11959,Unemployed,391.0,22475,302.0,24,3.0,Married,Master,2,0.303,1.8793,0.303,0
64,52634,Self-Employed,677.0,118559,392.0,120,5.0,Single,Master,2,0.0894,2.2525,0.0894,0
30,58558,Self-Employed,538.0,145402,550.0,48,16.0,Married,Master,1,0.1127,2.483,0.1127,0
59,78888,Freelancer,511.0,67679,,48,11.0,Single,Bachelor,1,0.4776,0.8579,0.4776,0
33,33543,Salaried,,22664,765.0,12,2.0,Married,High School,3,0.2737,0.6757,0.2737,0
51,127417,Business,751.0,541932,4846.0,12,23.0,Married,High School,0,0.4564,4.2532,0.4564,0
27,123001,Business,764.0,362137,3135.0,12,11.0,Single,Bachelor,3,0.3059,2.9442,0.3059,0
62,13152,Unemployed,636.0,15113,618.0,120,2.0,Married,Bachelor,3,0.5639,1.1491,0.5639,0
62,72927,Salaried,598.0,138079,621.0,12,6.0,Married,Bachelor,2,0.1022,1.8934,0.1022,0
56,46882,Freelancer,623.0,40979,166.0,84,5.0,Single,High School,4,0.0425,0.8741,0.0425,0
40,34557,Self-Employed,850.0,42447,642.0,120,3.0,Divorced,Bachelor,1,0.2229,1.2283,0.2229,0
24,100120,Salaried,729.0,227835,4018.0,60,14.0,Single,High School,0,0.4816,2.2756,0.4816,0
27,67236,Salaried,704.0,205460,1424.0,12,7.0,Single,Bachelor,1,0.2541,3.0558,0.2541,0
21,101760,Self-Employed,764.0,349486,3671.0,84,12.0,Single,Bachelor,4,0.4329,3.4344,0.4329,0
64,43925,Self-Employed,667.0,143335,1466.0,36,7.0,Single,High School,5,0.4005,3.2632,0.4005,0
62,101328,Freelancer,,126246,4590.0,60,6.0,Single,Master,1,0.5436,1.2459,0.5436,0
33,85484,Business,686.0,182022,2525.0,60,5.0,Single,Bachelor,0,0.3545,2.1293,0.3545,0
42,47200,Business,845.0,160902,1209.0,36,8.0,Married,Master,1,0.3074,3.4089,0.3074,0
41,90380,Business,690.0,227722,486.0,84,4.0,Single,High School,2,0.0645,2.5196,0.0645,0
42,74278,Salaried,824.0,248694,206.0,60,7.0,Married,High School,2,0.0333,3.3482,0.0333,0
48,72765,Salaried,758.0,260287,32.0,60,5.0,Single,High School,2,0.0053,3.5771,0.0053,0
29,39756,Salaried,647.0,77058,1669.0,60,1.0,Single,High School,3,0.5038,1.9383,0.5038,0
46,25266,Salaried,829.0,42570,461.0,84,6.0,Single,High School,2,0.219,1.6849,0.219,0
29,42450,Salaried,700.0,108985,235.0,60,0.0,Divorced,High School,1,0.0664,2.5674,0.0664,0
35,28650,Self-Employed,749.0,72164,856.0,120,14.0,Married,Master,1,0.3585,2.5188,0.3585,0
30,48682,Self-Employed,717.0,224094,968.0,84,10.0,Married,Master,3,0.2386,4.6032,0.2386,0
44,81667,Self-Employed,765.0,378514,847.0,12,5.0,Single,Master,2,0.1245,4.6348,0.1245,0
62,69753,Salaried,681.0,116753,2295.0,12,0.0,Divorced,PhD,0,0.3948,1.6738,0.3948,0
28,34861,Salaried,504.0,26609,723.0,24,8.0,Single,Bachelor,1,0.2489,0.7633,0.2489,0
44,63675,Salaried,,225518,1245.0,120,9.0,Single,Bachelor,3,0.2346,3.5417,0.2346,0
36,115733,Self-Employed,625.0,72748,4946.0,24,10.0,Married,High School,0,0.5128,0.6286,0.5128,0
46,49744,Salaried,528.0,131015,2235.0,36,4.0,Married,High School,2,0.5392,2.6338,0.5392,0
47,42029,Salaried,699.0,138093,1488.0,24,9.0,Widowed,Master,2,0.4248,3.2857,0.4248,0
57,84287,Salaried,699.0,110688,3920.0,12,17.0,Single,Master,0,0.5581,1.3132,0.5581,0
24,10000,Self-Employed,603.0,18206,417.0,36,5.0,Widowed,Master,2,0.5004,1.8206,0.5004,0
44,62192,Self-Employed,461.0,307274,368.0,12,13.0,Married,Master,0,0.071,4.9407,0.071,0
39,53112,Salaried,699.0,75691,1821.0,60,7.0,Married,High School,1,0.4114,1.4251,0.4114,0
56,77466,Salaried,431.0,46659,218.0,48,7.0,Single,Bachelor,1,0.0338,0.6023,0.0338,0
59,83527,Salaried,798.0,106637,666.0,48,8.0,Single,Bachelor,2,0.0957,1.2767,0.0957,0
30,58448,Salaried,713.0,70455,2916.0,84,5.0,Divorced,PhD,3,0.5987,1.2054,0.5987,0
45,13529,Unemployed,675.0,29627,566.0,24,8.0,Married,Master,0,0.502,2.1899,0.502,0
38,72451,Salaried,574.0,299432,916.0,12,12.0,Married,Bachelor,3,0.1517,4.1329,0.1517,0
39,28232,Salaried,799.0,77846,423.0,12,12.0,Widowed,High School,0,0.1798,2.7574,0.1798,0
56,50449,Salaried,567.0,201255,2422.0,84,13.0,Single,High School,2,0.5761,3.9893,0.5761,0
30,111055,Business,726.0,520354,1790.0,36,4.0,Married,Bachelor,2,0.1934,4.6856,0.1934,0
53,53571,Freelancer,741.0,39585,1440.0,120,8.0,Married,Master,2,0.3226,0.7389,0.3226,0
25,104599,Salaried,,222528,5002.0,48,18.0,Single,High School,0,0.5738,2.1274,0.5738,0
55,81760,Business,742.0,233776,1363.0,24,3.0,Single,High School,0,0.2,2.8593,0.2,0
64,70019,Salaried,441.0,191851,339.0,24,7.0,Married,Bachelor,1,0.0581,2.74,0.0581,0
54,127954,Business,824.0,535782,5100.0,24,1.0,Married,Master,0,0.4783,4.1873,0.4783,0
53,58706,Salaried,850.0,119245,449.0,120,8.0,Married,Bachelor,3,0.0918,2.0312,0.0918,0
41,69486,Salaried,702.0,41231,2420.0,24,13.0,Single,Bachelor,0,0.4179,0.5934,0.4179,0
37,65546,Self-Employed,530.0,175520,169.0,12,16.0,Widowed,Bachelor,1,0.0309,2.6778,0.0309,0
42,126058,Business,547.0,359831,1348.0,60,3.0,Single,High School,1,0.1283,2.8545,0.1283,0
57,12034,Freelancer,623.0,41745,102.0,36,3.0,Married,High School,2,0.1017,3.4689,0.1017,0
35,66527,Self-Employed,850.0,225058,1349.0,24,15.0,Married,Master,3,0.2433,3.383,0.2433,0
55,28718,Salaried,603.0,140552,339.0,36,0.0,Single,Master,1,0.1417,4.8942,0.1417,0
48,18460,Salaried,633.0,76745,906.0,48,4.0,Single,Bachelor,0,0.5889,4.1574,0.5889,0
27,106260,Business,612.0,358726,1507.0,84,12.0,Married,Bachelor,3,0.1702,3.3759,0.1702,0
52,65559,Salaried,566.0,308156,1029.0,84,0.0,Divorced,Master,0,0.1883,4.7004,0.1883,0
31,24068,Self-Employed,743.0,16211,187.0,120,2.0,Single,Bachelor,2,0.0932,0.6735,0.0932,0
30,16707,Salaried,755.0,50290,692.0,24,14.0,Married,High School,3,0.497,3.0101,0.497,0
29,86576,Salaried,636.0,184803,4218.0,24,0.0,Married,Bachelor,1,0.5846,2.1346,0.5846,0
34,40748,Self-Employed,795.0,196419,857.0,48,0.0,Single,Bachelor,1,0.2524,4.8203,0.2524,0
33,62237,Salaried,535.0,104806,2777.0,24,,Married,Bachelor,0,0.5354,1.684,0.5354,0
45,76397,Salaried,791.0,118417,3324.0,24,16.0,Divorced,PhD,3,0.5221,1.55,0.5221,0
22,90740,Self-Employed,615.0,58209,3104.0,48,15.0,Single,Master,2,0.4105,0.6415,0.4105,0
55,80333,Salaried,613.0,99404,3242.0,48,0.0,Widowed,High School,0,0.4843,1.2374,0.4843,0
27,164998,Business,442.0,332069,6050.0,12,15.0,Single,Bachelor,1,0.44,2.0126,0.44,0
41,72317,Salaried,651.0,154310,2455.0,120,8.0,Married,Bachelor,2,0.4074,2.1338,0.4074,0
38,159188,Business,,113277,1901.0,36,3.0,Married,Bachelor,1,0.1433,0.7116,0.1433,0
23,61859,Salaried,673.0,267609,1747.0,120,3.0,Married,Bachelor,0,0.3389,4.3261,0.3389,0
62,54875,Salaried,583.0,95780,212.0,24,11.0,Married,Bachelor,2,0.0464,1.7454,0.0464,0
59,40465,Business,696.0,138224,1226.0,48,10.0,Single,Master,2,0.3636,3.4159,0.3636,0
61,72911,Self-Employed,583.0,321207,2399.0,48,15.0,Married,Bachelor,1,0.3948,4.4055,0.3948,0
31,79031,Salaried,644.0,345332,3166.0,60,4.0,Married,Master,0,0.4807,4.3696,0.4807,0
59,20104,Salaried,609.0,45284,509.0,36,5.0,Single,High School,3,0.3038,2.2525,0.3038,0
44,11787,Unemployed,601.0,27120,95.0,60,12.0,Divorced,Bachelor,1,0.0967,2.3008,0.0967,0
39,64422,Salaried,571.0,187515,1333.0,24,4.0,Single,Bachelor,2,0.2483,2.9107,0.2483,0
24,57863,Salaried,723.0,75334,2784.0,48,12.0,Married,PhD,2,0.5774,1.3019,0.5774,0
46,62018,Salaried,597.0,191750,2691.0,120,2.0,Single,Bachelor,1,0.5207,3.0918,0.5207,0
58,36661,Freelancer,649.0,182339,,24,18.0,Single,High School,2,0.5915,4.9737,0.5915,0
62,48345,Salaried,524.0,144651,1015.0,84,17.0,Single,Bachelor,1,0.2519,2.9921,0.2519,0
52,51988,Salaried,635.0,170198,2088.0,84,4.0,Married,Bachelor,2,0.482,3.2738,0.482,0
59,42876,Salaried,579.0,28939,333.0,12,8.0,Married,Master,2,0.0932,0.6749,0.0932,0
56,91689,Business,657.0,197739,4571.0,36,8.0,Married,Bachelor,3,0.5982,2.1566,0.5982,0
60,94920,Salaried,790.0,176341,4368.0,24,7.0,Single,PhD,2,0.5522,1.8578,0.5522,0
57,10000,Self-Employed,591.0,25953,471.0,84,2.0,Married,Master,1,0.5652,2.5953,0.5652,0
53,53566,Salaried,498.0,169307,114.0,36,8.0,Married,High School,0,0.0255,3.1607,0.0255,0
56,50301,Salaried,738.0,56847,1056.0,48,0.0,Married,Bachelor,0,0.2519,1.1301,0.2519,0
23,61446,Freelancer,662.0,65026,1988.0,120,15.0,Single,Bachelor,4,0.3882,1.0583,0.3882,0
29,159411,Business,601.0,346625,7236.0,84,16.0,Single,PhD,4,0.5447,2.1744,0.5447,0
28,90054,Salaried,598.0,387188,1768.0,24,14.0,Married,High School,0,0.2356,4.2995,0.2356,0
53,75082,Self-Employed,652.0,70021,2653.0,60,15.0,Single,High School,1,0.424,0.9326,0.424,0
26,57965,Business,555.0,128672,1257.0,12,11.0,Single,High School,0,0.2602,2.2198,0.2602,0
61,52973,Self-Employed,705.0,163351,2170.0,84,3.0,Single,Bachelor,4,0.4916,3.0837,0.4916,0
59,39956,Salaried,555.0,49003,37.0,60,1.0,Married,High School,0,0.0111,1.2264,0.0111,0
24,54884,Salaried,658.0,70344,1179.0,12,2.0,Married,Bachelor,2,0.2578,1.2817,0.2578,0
33,28423,Salaried,706.0,89192,1189.0,12,10.0,Married,Master,0,0.502,3.138,0.502,1
22,65467,Salaried,561.0,197154,1413.0,36,1.0,Single,Bachelor,1,0.259,3.0115,0.259,0
25,60820,Self-Employed,714.0,236562,306.0,24,8.0,Married,Bachelor,1,0.0604,3.8895,0.0604,0
64,22523,Unemployed,682.0,37962,626.0,24,,Single,Master,1,0.3335,1.6855,0.3335,0
47,80348,Business,679.0,243875,1557.0,48,7.0,Divorced,Bachelor,1,0.2325,3.0352,0.2325,0
52,103259,Salaried,678.0,464796,1598.0,84,8.0,Married,High School,1,0.1857,4.5013,0.1857,0
41,116670,Business,455.0,283755,5024.0,84,21.0,Married,Bachelor,0,0.5167,2.4321,0.5167,0
28,72180,Business,722.0,156576,1591.0,12,7.0,Single,Bachelor,1,0.2645,2.1692,0.2645,0
58,52268,Salaried,613.0,220375,516.0,60,10.0,Single,High School,3,0.1185,4.2163,0.1185,0
28,48127,Salaried,,193150,247.0,60,13.0,Married,Bachelor,2,0.0616,4.0133,0.0616,0
23,107646,Self-Employed,713.0,209455,5003.0,24,12.0,Married,PhD,2,0.5577,1.9458,0.5577,0
64,68281,Self-Employed,615.0,115914,2419.0,120,12.0,Single,Bachelor,1,0.4251,1.6976,0.4251,0
23,59449,Salaried,625.0,199588,350.0,60,9.0,Widowed,Bachelor,2,0.0706,3.3573,0.0706,0
42,52418,Salaried,623.0,88625,187.0,48,9.0,Widowed,Bachelor,1,0.0428,1.6907,0.0428,0
26,59037,Self-Employed,723.0,143372,1598.0,84,0.0,Married,Master,0,0.3248,2.4285,0.3248,0
22,38213,Self-Employed,757.0,103636,666.0,84,16.0,Widowed,Master,1,0.2091,2.7121,0.2091,0
43,62968,Self-Employed,700.0,264797,1929.0,84,5.0,Single,Bachelor,0,0.3676,4.2053,0.3676,0
64,92129,Business,811.0,436338,2937.0,60,12.0,Single,Bachelor,0,0.3826,4.7362,0.3826,0
22,87825,Salaried,849.0,255378,1467.0,84,6.0,Single,Bachelor,0,0.2004,2.9078,0.2004,0
58,39375,Salaried,715.0,125290,910.0,120,23.0,Married,Bachelor,1,0.2773,3.182,0.2773,0
37,142450,Business,850.0,313347,6289.0,84,3.0,Single,High School,1,0.5298,2.1997,0.5298,0
55,37283,Self-Employed,648.0,85770,1485.0,12,19.0,Widowed,Bachelor,2,0.478,2.3005,0.478,0
54,36904,Freelancer,741.0,134833,1256.0,48,7.0,Single,Bachelor,2,0.4084,3.6536,0.4084,0
43,53079,Self-Employed,695.0,258842,2277.0,36,11.0,Single,High School,3,0.5148,4.8765,0.5148,0
50,66365,Self-Employed,,50389,2445.0,60,8.0,Divorced,High School,0,0.4421,0.7593,0.4421,0
28,77598,Business,531.0,307814,2783.0,84,15.0,Single,High School,1,0.4304,3.9668,0.4304,0
42,85034,Salaried,662.0,186769,1899.0,12,8.0,Single,Bachelor,4,0.268,2.1964,0.268,0
64,51359,Business,523.0,120935,1038.0,120,9.0,Married,Bachelor,1,0.2425,2.3547,0.2425,0
56,73316,Salaried,529.0,143519,906.0,60,8.0,Single,High School,3,0.1483,1.9575,0.1483,0
25,30677,Salaried,739.0,90000,1420.0,48,,Single,Master,1,0.5555,2.9338,0.5555,0
33,36445,Salaried,464.0,114275,1093.0,120,3.0,Single,Bachelor,1,0.3599,3.1355,0.3599,0
49,188277,Business,353.0,657533,6807.0,24,0.0,Married,High School,0,0.4339,3.4924,0.4339,1
51,11991,Unemployed,770.0,38934,32.0,36,10.0,Widowed,High School,3,0.032,3.2469,0.032,0
36,34212,Salaried,850.0,136352,1473.0,12,18.0,Divorced,Bachelor,0,0.5167,3.9855,0.5167,0
62,34872,Self-Employed,705.0,115191,352.0,12,5.0,Single,High School,1,0.1211,3.3033,0.1211,0
50,13684,Unemployed,723.0,67215,,48,11.0,Married,High School,2,0.3999,4.9119,0.3999,0
36,53960,Self-Employed,591.0,104763,453.0,36,0.0,Married,Bachelor,2,0.1007,1.9415,0.1007,0
32,70366,Business,483.0,235232,306.0,36,5.0,Widowed,Bachelor,3,0.0522,3.343,0.0522,0
37,28933,Salaried,686.0,29068,353.0,12,8.0,Single,Master,0,0.1464,1.0047,0.1464,0
36,52084,Salaried,701.0,116854,916.0,60,7.0,Married,Master,2,0.211,2.2436,0.211,0
32,50223,Salaried,586.0,52989,195.0,24,13.0,Married,PhD,1,0.0466,1.0551,0.0466,0
28,17311,Unemployed,515.0,53261,239.0,84,0.0,Widowed,High School,0,0.1657,3.0767,0.1657,0
40,43264,Business,661.0,195443,1273.0,36,7.0,Single,High School,2,0.3531,4.5175,0.3531,0
23,66904,Freelancer,699.0,239568,1582.0,60,4.0,Single,PhD,1,0.2837,3.5808,0.2837,0
36,81362,Salaried,734.0,403947,2954.0,120,3.0,Single,Bachelor,2,0.4357,4.9648,0.4357,0
50,35470,Business,530.0,149479,1045.0,84,4.0,Single,Bachelor,4,0.3535,4.2142,0.3535,0
43,61513,Business,557.0,274940,2502.0,36,9.0,Married,High School,1,0.4881,4.4696,0.4881,0
48,10000,Self-Employed,567.0,37675,,60,8.0,Married,High School,3,0.384,3.7675,0.384,0
60,10000,Freelancer,630.0,15340,58.0,120,7.0,Married,High School,3,0.0696,1.534,0.0696,0
25,67858,Salaried,527.0,156086,2388.0,24,1.0,Single,Bachelor,2,0.4223,2.3002,0.4223,0
40,69359,Salaried,510.0,250780,1129.0,24,6.0,Single,High School,3,0.1953,3.6157,0.1953,0
60,43293,Salaried,604.0,138226,55.0,12,13.0,Single,Bachelor,1,0.0152,3.1928,0.0152,0
64,47704,Salaried,622.0,142079,17.0,120,0.0,Single,Bachelor,3,0.0043,2.9783,0.0043,0
21,43334,Salaried,585.0,64834,484.0,84,4.0,Married,High School,1,0.134,1.4961,0.134,0
50,60647,Salaried,,288718,577.0,120,2.0,Single,High School,3,0.1142,4.7606,0.1142,0
41,63327,Salaried,627.0,45523,1244.0,84,,Single,Bachelor,1,0.2357,0.7189,0.2357,0
40,94831,Business,660.0,453020,4383.0,84,6.0,Married,High School,3,0.5546,4.7771,0.5546,0
26,33298,Self-Employed,733.0,52750,956.0,84,4.0,Married,High School,3,0.3445,1.5842,0.3445,0
42,63721,Salaried,,175247,32.0,36,3.0,Married,High School,2,0.006,2.7502,0.006,0
38,19975,Salaried,794.0,53492,877.0,60,8.0,Divorced,Bachelor,2,0.5269,2.6779,0.5269,0
28,47427,Self-Employed,794.0,35476,115.0,84,0.0,Single,Bachelor,3,0.0291,0.748,0.0291,0
59,57480,Salaried,501.0,242297,2740.0,36,17.0,Married,High School,1,0.572,4.2153,0.572,0
52,49269,Salaried,544.0,42903,2252.0,84,5.0,Single,Bachelor,0,0.5485,0.8708,0.5485,0
53,55782,Self-Employed,495.0,56329,1225.0,36,6.0,Single,Master,1,0.2635,1.0098,0.2635,0
36,46746,Salaried,573.0,64149,1309.0,84,6.0,Divorced,Bachelor,2,0.336,1.3723,0.336,0
32,85122,Salaried,557.0,259930,1685.0,24,3.0,Single,High School,1,0.2375,3.0536,0.2375,0
58,33206,Salaried,519.0,92534,149.0,48,14.0,Married,Bachelor,1,0.0538,2.7867,0.0538,0
54,33339,Salaried,850.0,136960,24.0,24,9.0,Single,Bachelor,0,0.0086,4.1081,0.0086,0
34,51399,Business,664.0,151312,1215.0,12,0.0,Married,PhD,1,0.2837,2.9439,0.2837,0
56,75484,Salaried,666.0,213514,3495.0,84,1.0,Married,PhD,0,0.5556,2.8286,0.5556,0
53,38577,Business,522.0,53685,105.0,60,4.0,Divorced,Bachelor,1,0.0327,1.3916,0.0327,0
43,70913,Salaried,605.0,127010,2594.0,48,11.0,Divorced,Bachelor,1,0.439,1.7911,0.439,0
22,68756,Business,689.0,180233,484.0,48,13.0,Married,Master,2,0.0845,2.6213,0.0845,0
61,26480,Freelancer,621.0,112558,965.0,48,7.0,Single,Master,1,0.4373,4.2507,0.4373,0
41,67962,Salaried,797.0,165674,1540.0,84,15.0,Married,Bachelor,4,0.2719,2.4377,0.2719,0
22,94253,Salaried,667.0,202325,2082.0,60,11.0,Married,High School,2,0.2651,2.1466,0.2651,0
47,35559,Salaried,787.0,138084,1432.0,60,18.0,Single,High School,0,0.4833,3.8832,0.4833,0
29,45675,Salaried,770.0,174384,401.0,84,5.0,Married,Bachelor,1,0.1054,3.8179,0.1054,0
21,28449,Salaried,608.0,119817,648.0,84,5.0,Divorced,Bachelor,2,0.2733,4.2116,0.2733,0
31,137009,Business,578.0,573825,541.0,24,9.0,Married,PhD,0,0.0474,4.1882,0.0474,0
23,15305,Unemployed,703.0,32488,526.0,12,4.0,Single,Master,4,0.4124,2.1227,0.4124,0
43,37943,Salaried,494.0,62565,384.0,84,11.0,Divorced,High School,1,0.1214,1.6489,0.1214,0
46,52488,Self-Employed,822.0,235020,1575.0,120,1.0,Single,Bachelor,2,0.3601,4.4776,0.3601,0
24,57451,Self-Employed,584.0,210452,1233.0,60,0.0,Single,High School,5,0.2575,3.6632,0.2575,0
38,76106,Salaried,622.0,45508,3414.0,60,7.0,Married,Bachelor,2,0.5383,0.598,0.5383,0
26,42927,Business,544.0,89402,1094.0,48,15.0,Married,Bachelor,4,0.3058,2.0827,0.3058,0
55,54060,Self-Employed,686.0,167844,2188.0,84,10.0,Married,High School,4,0.4857,3.1048,0.4857,0
42,112166,Business,822.0,517836,5078.0,60,12.0,Single,High School,4,0.5433,4.6167,0.5433,0
63,42860,Salaried,634.0,66644,126.0,36,16.0,Single,High School,3,0.0353,1.5549,0.0353,0
35,65888,Salaried,712.0,98818,793.0,120,10.0,Single,High School,1,0.1444,1.4998,0.1444,0
42,77093,Self-Employed,731.0,283375,485.0,120,6.0,Widowed,Master,1,0.0755,3.6758,0.0755,0
57,64664,Salaried,843.0,217141,389.0,48,15.0,Married,High School,1,0.0722,3.358,0.0722,0
62,128475,Business,647.0,401862,162.0,48,12.0,Single,High School,5,0.0151,3.1279,0.0151,0
32,78792,Salaried,736.0,188426,2196.0,48,4.0,Single,High School,1,0.3345,2.3914,0.3345,0
62,71506,Salaried,511.0,318612,1037.0,12,3.0,Single,Master,0,0.174,4.4557,0.174,0
58,38903,Salaried,508.0,86785,815.0,24,7.0,Married,Bachelor,3,0.2514,2.2308,0.2514,0
38,42044,Salaried,662.0,118926,1315.0,12,12.0,Single,High School,1,0.3753,2.8286,0.3753,0
55,55691,Salaried,676.0,37993,1586.0,24,3.0,Married,Bachelor,2,0.3417,0.6822,0.3417,0
50,52164,Freelancer,728.0,51350,1160.0,120,8.0,Married,Bachelor,4,0.2669,0.9844,0.2669,0
44,37183,Salaried,755.0,180658,1099.0,120,12.0,Married,Bachelor,2,0.3547,4.8586,0.3547,0
62,53670,Salaried,488.0,47425,447.0,84,6.0,Married,Bachelor,2,0.0999,0.8836,0.0999,0
50,106336,Business,665.0,363383,2693.0,84,9.0,Married,High School,2,0.3039,3.4173,0.3039,0
34,50297,Salaried,757.0,28270,2419.0,12,10.0,Single,Master,2,0.5771,0.5621,0.5771,0
26,81169,Salaried,832.0,390516,3836.0,120,11.0,Married,Bachelor,0,0.5671,4.8111,0.5671,0
23,12064,Self-Employed,548.0,32486,480.0,84,8.0,Married,Bachelor,1,0.4775,2.6928,0.4775,0
36,91285,Salaried,713.0,357509,2788.0,24,7.0,Single,High School,0,0.3665,3.9164,0.3665,0
27,80850,Salaried,450.0,129065,1536.0,36,13.0,Divorced,Master,2,0.228,1.5964,0.228,0
34,39745,Business,504.0,164386,268.0,84,0.0,Single,Bachelor,2,0.0809,4.136,0.0809,0
29,58289,Salaried,611.0,153990,2526.0,24,12.0,Single,High School,1,0.52,2.6418,0.52,0
35,17703,Unemployed,644.0,77563,710.0,120,10.0,Single,High School,2,0.4813,4.3813,0.4813,0
41,25270,Salaried,519.0,26714,539.0,60,15.0,Divorced,Bachelor,1,0.256,1.0571,0.256,0
55,114914,Business,700.0,325322,3363.0,24,10.0,Married,Master,1,0.3512,2.831,0.3512,0
22,114931,Business,514.0,218108,3139.0,36,2.0,Married,Master,1,0.3277,1.8977,0.3277,0
47,76034,Salaried,641.0,77812,413.0,36,8.0,Single,Bachelor,3,0.0652,1.0234,0.0652,0
22,105043,Salaried,735.0,196303,3876.0,36,3.0,Married,Bachelor,3,0.4428,1.8688,0.4428,0
55,35318,Freelancer,800.0,50088,598.0,12,13.0,Married,High School,1,0.2032,1.4182,0.2032,0
38,91985,Self-Employed,826.0,210412,1978.0,84,0.0,Divorced,Bachelor,2,0.258,2.2875,0.258,0
34,69388,Salaried,574.0,246325,1988.0,84,0.0,Single,PhD,1,0.3438,3.55,0.3438,0
40,39900,Salaried,692.0,25648,1936.0,36,1.0,Single,Bachelor,3,0.5823,0.6428,0.5823,0
38,99651,Freelancer,761.0,477994,3044.0,84,0.0,Single,High School,1,0.3666,4.7967,0.3666,0
30,66004,Salaried,850.0,200316,969.0,84,6.0,Divorced,High School,4,0.1762,3.0349,0.1762,0
45,52326,Salaried,,258366,60.0,60,5.0,Married,High School,2,0.0138,4.9376,0.0138,0
22,58948,Freelancer,550.0,286665,908.0,120,12.0,Married,Bachelor,2,0.1848,4.863,0.1848,0
45,58679,Salaried,589.0,178134,1683.0,24,0.0,Married,Master,2,0.3442,3.0357,0.3442,0
53,68645,Salaried,716.0,41627,1815.0,60,5.0,Widowed,High School,1,0.3173,0.6064,0.3173,0
56,53096,Self-Employed,,211762,2121.0,24,9.0,Divorced,Bachelor,2,0.4794,3.9883,0.4794,0
51,68397,Business,600.0,324546,22.0,36,3.0,Married,Bachelor,1,0.0039,4.745,0.0039,0
34,53369,Salaried,798.0,240227,2475.0,24,0.0,Single,Master,1,0.5565,4.5012,0.5565,0
21,37939,Freelancer,446.0,141472,1571.0,12,11.0,Single,Bachelor,2,0.4969,3.7289,0.4969,0
36,10000,Freelancer,579.0,6999,112.0,48,10.0,Divorced,High School,1,0.1344,0.6999,0.1344,0
23,69564,Salaried,781.0,134749,359.0,12,0.0,Married,High School,0,0.0619,1.9371,0.0619,0
